Price,Shared Room,Private Room,Person Capacity,Superhost,Multiple Rooms,Business,Cleanliness Rating,Guest Satisfaction,Bedrooms,City Center (km),Metro Distance (km),Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index,Day_Weekday,Day_Weekend,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room
-0.24624796692675627,0,1,-0.6238714072788769,1,0,0,0.6399508045917993,0.55202059601178,-0.05492729229407784,-0.47802144583737155,-0.5298826470124757,-0.011817274103568462,-0.011569357392520133,0.08986378319987165,0.06537433357174008,1.0,0.0,0.0,1.0,0.0
-0.13990431778996792,0,1,2.1423958842693356,0,0,1,-0.5332080221658158,-1.2594922749570652,-0.05492729229407784,-0.49337886117475793,-0.26814155047236543,-0.46104423888040386,-0.46087028864602736,-0.47184260271926676,-0.4890017554964429,1.0,0.0,0.0,1.0,0.0
-0.3580451365320978,0,1,-0.6238714072788769,0,0,0,-0.5332080221658158,-0.5046952453867131,-0.05492729229407784,-0.4186737222204583,-0.44707107547019204,-0.48628859180731426,-0.48611879812628017,-0.4850880398495267,-0.5020743389997557,1.0,0.0,0.0,1.0,0.0
0.010067495095246595,0,1,0.29821768990386066,1,0,0,0.6399508045917993,0.4010611900977095,-0.05492729229407784,-1.180941643222862,-0.11783291429779635,0.41322136518296537,0.41353926569521643,0.7413597574747763,0.7083682523095279,1.0,0.0,0.0,1.0,0.0
-0.6552620020682498,0,1,-0.6238714072788769,0,0,0,0.6399508045917993,0.7029800019258504,-0.05492729229407784,0.9515797288787775,1.0321699580857098,-0.9972505774483883,-0.997164915087944,-1.2046733921035997,-1.2122690658775654,1.0,0.0,0.0,1.0,0.0
-0.7888732535478044,0,1,-0.6238714072788769,0,1,0,-1.7063668489234307,-1.1085328690429948,-0.05492729229407784,-0.488173001093809,-0.3809745549562606,-0.035735789745375876,-0.03549181128485142,0.08347910967884808,0.05907298036428024,1.0,0.0,0.0,1.0,0.0
2.455971425241378,0,0,3.064484981452073,1,0,0,0.6399508045917993,0.4010611900977095,1.9669201811974604,-0.4086399005873635,-0.4338499109227603,1.5885127939515313,1.589024209485953,0.7400318354790831,0.7070576597632903,1.0,0.0,1.0,0.0,0.0
-0.8325014172962302,0,1,-0.6238714072788769,1,0,0,0.6399508045917993,0.2501017841836391,-0.05492729229407784,-0.4376703053021885,0.06154411138914665,-0.1588685376982571,-0.158644833389204,-0.20705334374155454,-0.2276680097902686,1.0,0.0,0.0,1.0,0.0
0.62904206827604,0,1,-0.6238714072788769,1,1,0,0.6399508045917993,0.8539394078399208,-0.05492729229407784,1.0176197692927293,-0.36793999424471063,-0.6515359682828292,-0.6513933830446883,-0.5352612319419056,-0.5515927683883148,1.0,0.0,0.0,1.0,0.0
-0.18353248153839377,0,0,0.29821768990386066,1,1,0,0.6399508045917993,0.55202059601178,-0.05492729229407784,2.2360887570035484,3.614384448094651,-1.1921585380342925,-1.1921049678149045,-1.4069986946880493,-1.4119540129923571,1.0,0.0,1.0,0.0,0.0
